organisation	name	category	website	feature	start-date	end-date
local-authority-eng:SEV	Sevenoaks District Council	local-authority-type:NMD		statistical-geography:E07000111		
local-authority-eng:SFK	Suffolk County Council	local-authority-type:CTY		statistical-geography:E10000029		
local-authority-eng:SFT	Sefton Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000014	1905-06-08	
local-authority-eng:SGC	South Gloucestershire Council	local-authority-type:UA		statistical-geography:E06000025	1905-06-18	
local-authority-eng:SHA	South Hams District Council	local-authority-type:NMD		statistical-geography:E07000044		
local-authority-eng:SHE	Folkestone and Hythe Council	local-authority-type:NMD		statistical-geography:E07000112		
local-authority-eng:SHF	Sheffield City Council	local-authority-type:MD		statistical-geography:E08000019	1905-06-08	
local-authority-eng:SHN	St Helens Council	local-authority-type:MD		statistical-geography:E08000013	1905-06-08	
local-authority-eng:SHO	South Holland District Council	local-authority-type:NMD		statistical-geography:E07000140		
local-authority-eng:SHR	Shropshire Council	local-authority-type:UA		statistical-geography:E06000051	2009-04-01	
local-authority-eng:SKE	South Kesteven District Council	local-authority-type:NMD		statistical-geography:E07000141		
local-authority-eng:SKP	Stockport Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000007	1905-05-27	
local-authority-eng:SLA	South Lakeland District Council	local-authority-type:NMD		statistical-geography:E07000031		
local-authority-eng:SLF	Salford City Council	local-authority-type:MD		statistical-geography:E08000006	1905-05-27	
local-authority-eng:SLG	Slough Borough Council	local-authority-type:UA		statistical-geography:E06000039	1998-04-01	
local-authority-eng:SND	Sunderland City Council	local-authority-type:MD		statistical-geography:E08000024	1905-05-27	
local-authority-eng:SNO	South Norfolk District Council	local-authority-type:NMD		statistical-geography:E07000149		
local-authority-eng:SNR	South Northamptonshire Council	local-authority-type:NMD		statistical-geography:E07000155		
local-authority-eng:SOL	Solihull Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000029	1905-05-27	
local-authority-eng:SOM	Somerset County Council	local-authority-type:CTY		statistical-geography:E10000027		
local-authority-eng:SOS	Southend-on-Sea Borough Council	local-authority-type:UA		statistical-geography:E06000033	1905-06-20	
local-authority-eng:SOX	South Oxfordshire District Council	local-authority-type:NMD		statistical-geography:E07000179		
local-authority-eng:SPE	Spelthorne Borough Council	local-authority-type:NMD		statistical-geography:E07000213		
local-authority-eng:SRI	South Ribble Borough Council	local-authority-type:NMD		statistical-geography:E07000126		
local-authority-eng:SRY	Surrey County Council	local-authority-type:CTY		statistical-geography:E10000030		
local-authority-eng:SSO	South Somerset District Council	local-authority-type:NMD		statistical-geography:E07000189		
local-authority-eng:SST	South Staffordshire Council	local-authority-type:NMD		statistical-geography:E07000196		
local-authority-eng:STA	Stafford Borough Council	local-authority-type:NMD		statistical-geography:E07000197		
local-authority-eng:STE	Stoke-on-Trent City Council	local-authority-type:UA		statistical-geography:E06000021	1905-06-20	
local-authority-eng:STF	Staffordshire Moorlands District Council	local-authority-type:NMD		statistical-geography:E07000198		
local-authority-eng:STH	Southampton City Council	local-authority-type:UA		statistical-geography:E06000045	1905-06-19	
local-authority-eng:STN	London Borough of Sutton	local-authority-type:LBO		statistical-geography:E09000029		
local-authority-eng:STO	Stroud District Council	local-authority-type:NMD		statistical-geography:E07000082		
local-authority-eng:STR	Stratford-on-Avon District Council	local-authority-type:NMD		statistical-geography:E07000221		
local-authority-eng:STS	Staffordshire County Council	local-authority-type:CTY		statistical-geography:E10000028		
local-authority-eng:STT	Stockton-on-Tees Borough Council	local-authority-type:UA		statistical-geography:E06000004	1905-06-18	
local-authority-eng:STV	Stevenage Borough Council	local-authority-type:NMD		statistical-geography:E07000243		
local-authority-eng:STY	South Tyneside Council	local-authority-type:MD		statistical-geography:E08000023	1974-04-01	
local-authority-eng:SUF	Suffolk Coastal District Council	local-authority-type:NMD		statistical-geography:E07000205		
local-authority-eng:SUR	Surrey Heath Borough Council	local-authority-type:NMD		statistical-geography:E07000214		
local-authority-eng:SWD	Swindon Borough Council	local-authority-type:UA		statistical-geography:E06000030	1905-06-20	
local-authority-eng:SWK	London Borough of Southwark	local-authority-type:LBO		statistical-geography:E09000028		
local-authority-eng:SWL	Swale Borough Council	local-authority-type:NMD		statistical-geography:E07000113		
local-authority-eng:TAM	Tameside Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000008	1974-04-01	
local-authority-eng:TAN	Tandridge District Council	local-authority-type:NMD		statistical-geography:E07000215		
local-authority-eng:TAU	Taunton Deane Borough Council	local-authority-type:NMD		statistical-geography:E07000190		
local-authority-eng:TAW	Tamworth Borough Council	local-authority-type:NMD		statistical-geography:E07000199		
local-authority-eng:TEI	Teignbridge District Council	local-authority-type:NMD		statistical-geography:E07000045		
local-authority-eng:TEN	Tendring District Council	local-authority-type:NMD		statistical-geography:E07000076		
local-authority-eng:TES	Test Valley Borough Council	local-authority-type:NMD		statistical-geography:E07000093		
local-authority-eng:TEW	Tewkesbury Borough Council	local-authority-type:NMD		statistical-geography:E07000083		
local-authority-eng:TFW	Telford & Wrekin Council	local-authority-type:UA		statistical-geography:E06000020	1905-06-20	
local-authority-eng:THA	Thanet District Council	local-authority-type:NMD		statistical-geography:E07000114		
local-authority-eng:THE	Three Rivers District Council	local-authority-type:NMD		statistical-geography:E07000102		
local-authority-eng:THR	Thurrock Council	local-authority-type:UA		statistical-geography:E06000034	1905-06-20	
local-authority-eng:TOB	Torbay Council	local-authority-type:UA		statistical-geography:E06000027	1905-06-20	
local-authority-eng:TON	Tonbridge and Malling Borough Council	local-authority-type:NMD		statistical-geography:E07000115		
local-authority-eng:TOR	Torridge District Council	local-authority-type:NMD		statistical-geography:E07000046		
local-authority-eng:TRF	Trafford Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000009	1974-04-01	
local-authority-eng:TUN	Tunbridge Wells Borough Council	local-authority-type:NMD		statistical-geography:E07000116		
local-authority-eng:TWH	London Borough of Tower Hamlets	local-authority-type:LBO		statistical-geography:E09000030		
local-authority-eng:UTT	Uttlesford District Council	local-authority-type:NMD		statistical-geography:E07000077		
local-authority-eng:VAL	Vale of White Horse District Council	local-authority-type:NMD		statistical-geography:E07000180		
local-authority-eng:WAE	Waverley Borough Council	local-authority-type:NMD		statistical-geography:E07000216		
local-authority-eng:WAR	Warwickshire County Council	local-authority-type:CTY		statistical-geography:E10000031		
local-authority-eng:WAT	Watford Borough Council	local-authority-type:NMD		statistical-geography:E07000103		
local-authority-eng:WAV	Waveney District Council	local-authority-type:NMD		statistical-geography:E07000206		
local-authority-eng:WAW	Warwick District Council	local-authority-type:NMD		statistical-geography:E07000222		
local-authority-eng:WBK	West Berkshire Council	local-authority-type:UA		statistical-geography:E06000037	1905-06-20	
local-authority-eng:WDE	West Devon Borough Council	local-authority-type:NMD		statistical-geography:E07000047		
local-authority-eng:WDO	West Dorset District Council	local-authority-type:NMD		statistical-geography:E07000052		
local-authority-eng:WEA	Wealden District Council	local-authority-type:NMD		statistical-geography:E07000065		
local-authority-eng:WEL	Wellingborough Borough Council	local-authority-type:NMD		statistical-geography:E07000156		
local-authority-eng:WEW	Welwyn Hatfield Borough Council	local-authority-type:NMD		statistical-geography:E07000241		
local-authority-eng:WEY	Weymouth and Portland Borough Council	local-authority-type:NMD		statistical-geography:E07000053		
local-authority-eng:WFT	London Borough of Waltham Forest	local-authority-type:LBO		statistical-geography:E09000031		
local-authority-eng:WGN	Wigan Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000010	1974-04-01	
local-authority-eng:WIL	Wiltshire Council	local-authority-type:UA		statistical-geography:E06000054	2009-04-01	
local-authority-eng:WIN	Winchester City Council	local-authority-type:NMD		statistical-geography:E07000094		
local-authority-eng:WKF	Wakefield Metropolitan District Council	local-authority-type:MD		statistical-geography:E08000036	1974-04-01	
local-authority-eng:WLA	West Lancashire Borough Council	local-authority-type:NMD		statistical-geography:E07000127		
local-authority-eng:WLI	West Lindsey District Council	local-authority-type:NMD		statistical-geography:E07000142		
local-authority-eng:WLL	Walsall Metropolitan Borough Council	local-authority-type:MD		statistical-geography:E08000030	1974-04-01	
local-authority-eng:WLV	City of Wolverhampton Council	local-authority-type:MD		statistical-geography:E08000031	1974-04-01	
local-authority-eng:WND	London Borough of Wandsworth	local-authority-type:LBO		statistical-geography:E09000032		
local-authority-eng:WNM	Royal Borough of Windsor and Maidenhead	local-authority-type:UA		statistical-geography:E06000040	1905-06-20	
local-authority-eng:WOC	Worcester City Council	local-authority-type:NMD		statistical-geography:E07000237		
local-authority-eng:WOI	Woking Borough Council	local-authority-type:NMD		statistical-geography:E07000217		
local-authority-eng:WOK	Wokingham Borough Council	local-authority-type:UA		statistical-geography:E06000041	1905-06-20	
local-authority-eng:WOR	Worcestershire County Council	local-authority-type:CTY		statistical-geography:E10000034		
local-authority-eng:WOT	Worthing Borough Council	local-authority-type:NMD		statistical-geography:E07000229	1905-06-25	
local-authority-eng:WOX	West Oxfordshire District Council	local-authority-type:NMD		statistical-geography:E07000181		
local-authority-eng:WRL	Wirral Borough Council	local-authority-type:MD		statistical-geography:E08000015	1974-04-01	
local-authority-eng:WRT	Warrington Borough Council	local-authority-type:UA		statistical-geography:E06000007	1905-06-20	
local-authority-eng:WSM	City of Westminster	local-authority-type:LBO		statistical-geography:E09000033		
local-authority-eng:WSO	West Somerset District Council	local-authority-type:NMD		statistical-geography:E07000191		
local-authority-eng:WSX	West Sussex County Council	local-authority-type:CTY		statistical-geography:E10000032		
local-authority-eng:WYC	Wychavon District Council	local-authority-type:NMD		statistical-geography:E07000238		
local-authority-eng:WYE	Wyre Forest District Council	local-authority-type:NMD		statistical-geography:E07000239		
local-authority-eng:WYO	Wycombe District Council	local-authority-type:NMD		statistical-geography:E07000007		
